Author,Comment,Time
@rockerogalaktiko,this aint it chief,6 hours ago
@HelenSoria-,Only Spain is forgotten 😭😭😭😭😭😭😭😭😭😭,6 hours ago
@nihilist9808,Hybrid theory!!!!!!!!!🎉🎉🎉🎉🎉🎉🎉🎉,6 hours ago
@Papabaer511,Broooo iam so hyped about the new album drops tomorrow!!!!❤❤❤❤❤,6 hours ago
@cainadacosta1597,"Porra, puta vibe divertida que a Emily passou nessa musica, curti demais. Desde o inicio eu curti a troca e até todas as musicas novas são excelentes.",6 hours ago
@oiganamitio,"Invest in your life after death, in heaven, because this is how fast people replace you.",6 hours ago
@TheRealKaYnE,Why are ya'll dressed like Agents of The Matrix?,6 hours ago
@lanaturadegal91,Esto es ARTE PURA ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,6 hours ago
@Erickskip,"Venho deixar um comentário brasileiro, e dizer que eu TE AMO Linkin Park.",6 hours ago
@ОаОа-ц2щ,So stylish 🔥,6 hours ago
@avolnov09,"Ура, теперь россияне могут послушать новый трек Linkin Park",6 hours ago
@1984Big,Buenísima canción. La mejor parte del video es 2:56 jajajaj 🍑 Emily,6 hours ago
@rafaelkoehnemusic,i love it,6 hours ago
@AdamJones-fi6pf,"Они делают шедевр, привет из России 💙",6 hours ago
@marianecastro2261,caraiiiiiiii birii jinn,6 hours ago
@seekarband,Banger!!,6 hours ago
@seekarband,Banger!!!!,6 hours ago
@seekarband,Banger!!!,6 hours ago
@iGhostr,@ bro I said I hate it,5 hours ago
@brthomp3,"Mike, Brad and Joe disagree with you.  Think I will go with their judgement.  Lol...",5 hours ago
@seekarband,Banger!!,6 hours ago
@seekarband,Banger!!!!!,6 hours ago
@seekarband,Banger!!,6 hours ago
@seekarband,Banger!,6 hours ago
@seekarband,Banger!!,6 hours ago
@seekarband,Banger!,6 hours ago
@seekarband,Banger!!,5 hours ago
@seekarband,Banger!!!!!,5 hours ago
@sergioxdxp,"Daaaaaaamn another banger for my playlist, no se cansan de sacar temazo tras temazo 😮‍💨😮‍💨😮‍💨",6 hours ago
@behzadhannani3196,there was a very long time scince i enjoyed a music and a music video like this. u guys a realy backkkk. thank u for making music again at this level... love from iran🍻,6 hours ago
@husnucatmaz3915,This is Linkin Park ! Emily is great !!,6 hours ago
@Veronica_lacuba,"Sie ist vielleicht einfach die bescheidenste und herzerwärmendste Person, die es gibt❤️❤️❤️",6 hours ago
@Veronica_lacuba,"Sie ist vielleicht einfach die bescheidenste und herzerwärmendste Person, die es gibt❤️❤️❤️",6 hours ago
@davidsmilan3255,Emily❤️,6 hours ago
@94karenchan,"You guys are really having fun 😊😊😊
 it's a great time to be alive
 ❤❤❤❤
Thank you all for being back",6 hours ago
@Shaddy-sama,2 Guano Apes,6 hours ago
@MantasJLT,This is definately Linkin Park song 🔥,6 hours ago
@noxious8008,"Ah yes, my new ringtone",6 hours ago
@FF-dy8dg,Amazing . 💪👍🤘 thats what we waiting for 🤘🤫,6 hours ago
@Battleschelm,Amazing. WOW! love it.,6 hours ago
@ZZZ69,"Without Chester, please no linkin Park 👎👎👎",6 hours ago
@chrissitorus,"Damn...i like this one, heavy asf!",6 hours ago
@Darvis_López,"Wow wow this is amazing 🤩😍, love it 🔥🔥🔥",6 hours ago
@-syrrant2197,Welcome back! Yep. That is a goood old LP,6 hours ago
@Sooywil,Mike es un genio arriba linkin Park 🎸🫶🗿,6 hours ago
@davidout89,😊😊 NICELY DONE ✅,6 hours ago
@RafiFauzan-e6q,This is so good,6 hours ago
@willcardenas9296,"No pasa nada, sus gritos son gritos, no está cantando, está gritando... :( hasta el c**)9",6 hours ago
@seekarband,Banger!!!,5 hours ago
@seekarband,Banger!,5 hours ago
@seekarband,Banger!!!,5 hours ago
@seekarband,Banger!!,5 hours ago
@seekarband,Banger!!!!!!!,5 hours ago
@FF-dy8dg,@ True 🤘,5 hours ago
@seekarband,Banger!!!!,5 hours ago
@rendrawic,THIS IS SEMPITERNAL❤❤,6 hours ago
@gswaim88,All the haters now quietly sit down.,6 hours ago
@kapnobataii,did not disappoint. thank you 🙏,6 hours ago
@rntsnf,Thank you for the great content!,6 hours ago
@mobiobione,Boom.,6 hours ago
@АркадийБелкин-д9у,Ништяк разъ…ли!,6 hours ago
@ninerngoc1809,"Awesome video, looking forward to the next one!",6 hours ago
@iagocezar2277,Pleeeeeeease tell me you guys are going to play this in tomorrow's show in Brasil,6 hours ago
@NoraSavage-z9k,Really appreciate the insights in this video.,6 hours ago
@RicardoMeyer-i7z,"This video was amazing, learned a lot.",6 hours ago
@AliMikey,"Linkin Park with The Beatles outfit, looks stunning!🔥",6 hours ago
@vimafase5202,A M A Z I N G !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,6 hours ago
@Silentbob1494,"much better, they're finding their sound again",6 hours ago
@NickNyx-zs4mf,Nu metal.???? ❤❤❤❤❤❤❤,6 hours ago
@marcogiana2373,Feeling the same page ❤,6 hours ago
@BhairabJyGogoi,Old school Linkin park vive,6 hours ago
@reymartsunajo,"My goodness, Hybrid Theory vibes.. the chills and the goosebumps at the first time listening to this. Thank you Linkin Park!",6 hours ago
@Jewzen,Caray,6 hours ago
@РусланСладовский,"Надо же, олдскулы свело.",6 hours ago
@RanaImraan-m8e,"This was very informative, appreciate it.",6 hours ago
@seekarband,Banger!!!!!!!!!!,5 hours ago
@st4rklz,"OK. I HAVE TO ADMIT, THIS IS FIRE, HELL YEAAAAH",6 hours ago
@douglansroberto51,"If the songs are intertwined, which song will that riff be in the minute 3:00 ?",6 hours ago
@jessibornancini8180,"ANUNCIARON FECHA EN ARGENTINA, SOY FELIZ 🥹🇦🇷",6 hours ago
@rockJeffHardy,thanks for bring back LP <3,6 hours ago
@wtfiswrong1h,how hard was it to go into this direction when chester was alive,6 hours ago
@HongLinh-y2x,"This was super helpful, thanks!",6 hours ago
@alvarotejada3511,WE ARE VERY EXCITED TO YOU COME TO MY COUNTRY PERU 🇵🇪,6 hours ago
@dixonvercosa5798,Ao melhor estilo Linkin Park 🤘🏻,6 hours ago
@PagiMehul-y8e,"Awesome video, looking forward to the next one!",6 hours ago
@charlesdrake7119,Hybrid theory would have never sold thirty-two-million copies if it sounded like this. I'm devastated.,6 hours ago
@metalmessy135,Its okay i promise yall wont get in trouble for accidentally releasing the whole album a few hours early. Everyone'll love it ;),6 hours ago
@HelenSoria-,Don't come to Spain  in tour 2024/ 2025 ??? 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,6 hours ago (edited)
@minachasya5831,This remind me of figure 09,6 hours ago
@LevanetInternational,Linkin Park banging as always🔥,6 hours ago
@davidedipatria1787,Hybrid Theory and Meteora Style,6 hours ago
@MugawumpTazer97,"2000: Shut up when Im talking to you!
2024: Stop yelling at me!",6 hours ago
@tajjacob,thanks Emily.. Love you..,6 hours ago
@SPIRYBrems,"Your videos are always so helpful, thank you!",6 hours ago
@yatomii2140,This is fire 🔥,6 hours ago
@WolffeMcFly,Emily gives SO MUCH CRINGE!,6 hours ago
@pamelalapier9633,Hell yes! Brilliant!,6 hours ago
@ourdividemx,What a throwback 🤯,6 hours ago
@angelalfaro5591,Wtf is this,6 hours ago (edited)
@lucifermorning-star1964,Putain c'est vraiment bon 🤘🤘🤘,6 hours ago
@admiraljames7691,every song the same. YAWN,6 hours ago
@kavemanboi3876,The entire vibe of this song is perfect. It sounds fresh while still being LP,6 hours ago
@jmnocturnal,It's giving me vibes from ONE STEP CLOSER & FIGURE.09  🔥🔥🔥,6 hours ago
@autumncygnus,"There she is!  I read somewhere that Brad insisted the album be heavier and it shows, really digging this",6 hours ago
@electrodarkg,"LINKIN PARK IS BACK AGAIN !!!!    🔥🔥🔥🔥🔥🔥 

LINKIN POP IS DEAD !!!   🕋🕋",6 hours ago
@emanuelmelo2629,Quuuueeeeeee foooooooooodaaaaaa!,6 hours ago
@anastasia7991,SWEET JESUS! I LOVE IT! 🔥,6 hours ago
@riju_joshi,Linkin Park just did it again —feels like classic LP with a fresh twist! This song is an absolute banger 🔥🙌 Who else has this on repeat? Counting to Zero for sure  🎭,6 hours ago (edited)
@spidercrawl21,Finally. The original sound of LP.,6 hours ago
@OmerGuzel-wu9xb,Two faced song is similar to one step closer song,6 hours ago
@gabrielfernando9860,ISSO É MUITO LINKIN PARK,6 hours ago
@OscarEz,"Great song! My fav still being Heavy is the Crown but, great song!",6 hours ago
@AliMuhammad-tw4eb,Emily Armstrong gives us the most energetic performance by a lead singer in a music video since Kristopher Schaus' set in “The Cumshots- I drink alone”.,6 hours ago
@HongDoan-e1d,"Very well done, appreciate this video!",6 hours ago
@evates7553,"I’ve been binge listening to all of their old stuff for the past month awaiting for this moment. Thank you Linkin Park, I’ve heard about Chester’s death in middle school and I’m sorry about your loss.",6 hours ago
@fuzzanderson,"Emily looks lit, i tottaly agree w you, dear Linkin Park.",6 hours ago
@ninaescobar8043,THIS IS WHAT I NEED,6 hours ago
@DeviatorBytes,"Nice, the third great Song.",6 hours ago
@chadjorgenson2691,This video looks like the end of every wedding with an open bar.,6 hours ago
@ZetsubouZolo,Reservoir Park,6 hours ago
@TheBeast324347,"Songs's good, performance was cringe",6 hours ago
@carbon-1486,Linkin Park got quite cringe since they added this new singer. Lyrics becoming more and more meaninglessly edgy and the music videos are very goofy,6 hours ago
@BerdugongPipi,Sounds stupid,6 hours ago
@Kacsasz,Wow!perfect💖💖💖💖🤘,6 hours ago
@kisisvesgaguevara7210,Al que no le guste que no lo escuche y dejen de joder❤❤❤ volvió linkin park y punto,6 hours ago
@viola.w,New old Linkin Park ❤ I love it,6 hours ago
@AlinaLee-t8l,"You explained this so well, thank you!",6 hours ago
@djtmak_,the resemblance with Figure 09 made me tear up,6 hours ago
@enviousleaf123,Got such Limp Bizkit Energy with this song,6 hours ago
@narciso717,Yeah. Now I listened the real Linkin park,6 hours ago
@ZabielCanel,"LP sedang kumat, kembali ke eraku",6 hours ago
@takethepowerback9383,NU METAL IS BACK🔥,6 hours ago
@twiggy236,On Repeat! Love this type of style? Whatever kind it is I suppose bc I've never been sure! Alot of Energy!,6 hours ago (edited)
@AbdulBdeFer,This is Linkin Park. Trump is elected. Wars are ending. This is a new and more positive era. Stop living in the past !!!,6 hours ago
@misteryrp3953,TWO FACED AMV NOW PLEASE!!!,6 hours ago
@DedellBR,"The structure of this song reminds me of Figure.09, by Meteora.",6 hours ago
@elrafapc,woooow!,6 hours ago
@dhruvshetty.95,Linkin Park is almost an all new band. Loving this.,6 hours ago
@officialsilverthorn9355,"Is it just me or does she seem like she’s trying way too hard on camera? Like her movements don’t seem natural, her dancing and posing look awkward. Great song, it just looks like Elaine from Seinfeld trying to be hardcore lol",6 hours ago
@chefdiegobotelho,Essa ficou foda!,6 hours ago
@ravengirl1997_,two steps closer vibes!!! This is another banger,6 hours ago
@karenmurphy8728,"I thought this new whatever was good, but it seems like this is toooo much like when CHESTER was still there. Make your own NEW music.",6 hours ago
@blackvulture7999,🔥,6 hours ago
@chrisstyles4630,Yes mike named the song after himself two faced snake 🐍,6 hours ago
@GustavoLima-re8po,CQC,6 hours ago
@quandotenhotempo,The coolest band of the moment 😎,6 hours ago
@berthein5476,"This album is basically a best of but slightly different mix. Its all songs we know already, like faint and 1 step closer becoming heavy is the crown and two faved",6 hours ago
@moriarty6530,Figure.(20)24,6 hours ago
@SICRoosterKido,Love the HT vibes <3<3,6 hours ago
@johnperra3695,I miss Chester,6 hours ago
@weslleyschadeck1006,Que top essa música 😍,6 hours ago
@NNNateMMMate,She dances like the Joker,6 hours ago
@joceanmigraffe2459,i've been loving all the songs so far <3 <3 <3 <3,6 hours ago
@garvsrivastava5996,🔥🔥🔥🔥🔥🔥🔥🔥 feels like 2000 game ost,6 hours ago (edited)
@morganamorgan7,Chester estaría orgulloso ❤,6 hours ago
@inflameslp311,"I’m getting big-time Meteora vibes from this. They seem to be making a concerted effort to connect with as many generations of LP fans as possible, and I’m here for it.",6 hours ago
@Regis081,"its tomorrow guys, the new album, im quite excited, less go",6 hours ago
@Owen_plays_music1049,"1:58 Never goes away, never goes away.... 



Oh wait no wrong lyrics 🧐",6 hours ago (edited)
@นายธนาณัฐอุดมลาภ,❤❤ wait for album,6 hours ago
@vivokisaran3643,Best sound❤❤...,6 hours ago
@brazzilianboy,so nice,6 hours ago
@erdbeerkotze5795,i just knew this one was gonna be released lol,6 hours ago
@Hama_upper_se1x,에밀리 종나 살앙합니다.. Supa Love from South Korea,6 hours ago
@RF-bu4td,"im a simple man
fance since 2009",6 hours ago
@gu.3413,โอโหสุด สมราคาตำนานครับ นับถือๆ,6 hours ago
@C_indiy,"Linkin Park is working hard as always, just keep going 🤘🏻",6 hours ago
@victormaciel9284,Looks like three days grace i like it,6 hours ago
@christianfreire9018,MUITO FODAAAAAA,6 hours ago
@amritavasaikia5019,Back to the basics ❤❤❤,6 hours ago
@sayeduzzamanparvez306,🖤,6 hours ago
@shyko8777,Three days grace chorus hit me hard,6 hours ago
@TanushreeMotagi-u9x,Amazing content as always!,6 hours ago
@natgio4182,"Unstoppable, unbreakable, unbelievable 🥵🤌🏾🙌🏾🫂",6 hours ago
@easyalpha1,If John Wick had a band.,6 hours ago
@metal2731,👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏,6 hours ago
@neeee3eee,"It all sounds bad with the new singer, why don't you let LP rest and continue with a different name",6 hours ago
@ldaym,how about you rest LP in peace and move on with your life and let the others enjoy it,6 hours ago
@vishnunarayanan6232,NFS Most Wanted 2005 Vibes Y'all!!!!,6 hours ago
@noahpericops,"Mike está tão feliz, se divertindo tanto.. que chega a emocionar!!! Emily talentosíssimaaaaaa.. e o Joe.. sem palavras. Isso é LINKIN PARK no seu mais purooooooooo momento. AMANDO CADA NOVO LANÇAMENTO.. VAMOSSSS!!!",6 hours ago
@sow_scout4989,This feels like a very 90s-2000s MV and I love it! And Emily is doing one heck of an awesome job with the new songs.,6 hours ago
@Matteo-ip8tx,"I'm sorry,I tried but I can't listen...Linkin Park died with Chester.... my personal opinion.",6 hours ago
@xxw379k,Yes!,6 hours ago
@tovarischFidel,The epic return of the Guano Apes 😁😁😁,6 hours ago
@alfscript622,"2 Faces: Liking LP songs, but hating Emily.",6 hours ago
@brettcutler6117,JUST FUCKIN STOP,6 hours ago
@OssieCaridad,"Fantastic video, really appreciate your effort!",6 hours ago
@denipaje,I love this band omg,6 hours ago
@Lisaan69-o7i,"❤️😍Sie ist vielleicht einfach die bescheidenste un herzerwärmendste Person, die es gibt❤❤️❤",6 hours ago
@meryanncabrerosbalate63,Underrated! 🤘🔥🔥❤️,6 hours ago (edited)
@camilacaroline7800,"Que Pedrada Monstra esse Single 👏👏👏
E ainda tem gente dizendo que a Emily não serve pra estar no LP 
Ah por favor né Galera 
A Mulher tá Arrebentando demais .",6 hours ago
@lessustrustyn8806,Love you LP love you emilyy,6 hours ago
@sukuphenioxcraft,Dude it sounds like one step closer + faint,6 hours ago
@cesiaflores535,No me gustó para nadaaaaa,6 hours ago
@ManuelMonterroza,Qué chimbaaaaaaaaaaaa!,6 hours ago
@sittihchai5255,เต้นน่ารักจริงๆจริ้ง,6 hours ago
@FCaballero2092,"Good song, remenber old times !!!",6 hours ago
@Kavya-vf4gc,"You explained this so well, thank you!",6 hours ago
@eduardolimex,"Obrigado por voltarem, vocês são FODA 🤟🏻",6 hours ago
@ssunkai,This is a masterpiece,6 hours ago
@Pietro_100,🤘😄🤘,6 hours ago
@sco77yg,Best comeback ever …,6 hours ago
@KittyHowe,Amazing content as always!,6 hours ago
@neelanash07,It is addicting,6 hours ago
@josehoms4754,Hell yeah I love it! Let’s goooooo!!!,6 hours ago
@johnnycotton3217,Looks like they're having a blast that's what matters,6 hours ago
@redeeksama,❤❤❤❤❤❤❤❤❤❤,6 hours ago
@rebeccaiversen3567,OMFG I loooove this!!!! amazing!!!!  ❤❤❤❤,6 hours ago
@ericquiroga8109,Una chimba de tema,6 hours ago
@LylaBurton-w9u,"You explained this so well, thank you!",6 hours ago
@สุบิน-ษ9ญ,รอๆเลยครัช,6 hours ago
@namuidk,Esto realmente me gusta,6 hours ago
@DeltaONe_Games,Perfeito,6 hours ago
@paulinaceze4935,I love it 😎😎🤘🏼🤘🏼🤘🏼,6 hours ago
@alyamalique,Best Birthday Gift ever!!!!,6 hours ago
@Tekkerue,"""Stop yelling at me""


....She said calmly. 😆",6 hours ago
@paulinaceze4935,Come to México 🇲🇽,6 hours ago
@ferrodriguez1455,Woooow me dió la sensación de que es una reconversión de one step closer pero me gustó mucho 🥹,6 hours ago
@seekarband,Banger!!!!,6 hours ago
@seekarband,Banger!,6 hours ago
@seekarband,Banger!!!!,6 hours ago
@christoferusMagnus,Love the Papercut and Crawling vibes!,6 hours ago
@aleksandrericardo2322,"Linkin Park NUNCA decepciona! Som ESPETACULAR , cê é loko:glasses-purple-yellow-diamond: Saudações do Brasil !",6 hours ago
@AshlyGeary-q4b,"Fantastic video, really appreciate your effort!",6 hours ago
@vicentejunior4775,Raiz nu metal aí sim,6 hours ago
@Owen_plays_music1049,0:21 That main riff kicks ass bro !,6 hours ago (edited)
@Videspro,One step closer was the first song I listened back in 2000 and that’s meet linking park.,6 hours ago
@juanazevedo8346,"LINKIN PARK simplesmente fazendo HISTÓRIA, BRABOSSSSSSSSSSSSSSSSS CRL",6 hours ago
@ferchotorrico8032,Three Steps Grace. True banger 🔥🤘,6 hours ago
@pit3r55,never thought that linkin park will came back with a banger album,6 hours ago
@Martuszero,"Oh guys, I just felt this so much <3. It remembers me so much to the old songs. I can hear ""Give up"", ""One step closer"" and ""A place for my head"" in this song. I just love it. Thank you!",6 hours ago
@syipah2012,Ok i love this girl and LINKIN PARIK is definitely backkkkk 🙌,6 hours ago
@valentinlazarev3728,Thats whorrrrris,6 hours ago
@dantemirandee7091,❤❤❤❤❤,6 hours ago
@KenishaDurand,"Fantastic video, really appreciate your effort!",6 hours ago
@NejiHyuga218,awesome!!!! <3,6 hours ago
@universegreg123,👍👍👍👍👍,6 hours ago
@shush1198,Chester would be so proud!!! GOOD JOB GUYS!!! GOOD JOB!!!! KEEP ON KEEPING ON!!!,6 hours ago
@JoseRobertoAmayaCarcamo-b2b,"LinkinPark+theMatrix+MenInBlack
😎😎😎😎😎",6 hours ago
@WRogerRecife,🇧🇷 Uhuuu Forever L.P😮😊,6 hours ago
@rafaelmontesruiz6746,"It reminded me at times of Rammstein's sonne, I love it!",6 hours ago
@seekarband,Banger!!!!!,6 hours ago
@seekarband,Banger!!!!,6 hours ago
@DuyenNgocUyen,"Thank you for this video, very enlightening!",6 hours ago
@luciohenriquemoraes3923,Foda,6 hours ago
@Sakthiamma-tz3rw,"Thanks for sharing this, learned a lot.",6 hours ago
@papumusic_oficial,"Volvieron a ese sonido dosmilero, suena brutal y Emily se gano mis respetos ✌🔥 este tema me volo la cabeza uff",6 hours ago (edited)
@GzBeto93,"Han sido 3:07 minutos de placer audiovisual, sin lugar a duda, Linkin Park ha vuelto señores, de pie y que aplauda todo el mundo. Mike, eres un genio, emily, eres un amor!",6 hours ago
@JaneGoldstein-n5m,"Loved the content, keep it coming!",6 hours ago
@Gamo61,GOD! Emily is on FIREEE! gj linkin park!,6 hours ago
@rohitharar5767,"Fantastic explanation, thank you!",6 hours ago
@ferchotorrico8032,Basically if Dope and Three days grace had a  baby. Got some One step closer vibes tho 🔥🔥,6 hours ago
@सचिनपांडे-फ6घ,"Great job, this video was very useful!",6 hours ago
@ramirezsandoval6969,🔥🔥🔥,6 hours ago
@visakhsimontharakan3718,This brings back OG LP vibes!🔥🔥🔥 Who else is listening to this on loop?,6 hours ago
@shionrad3122,I saw Chester in Mike 1:28,6 hours ago
@claudioteixeira8561,"LIT, FINALLY BRAD BACK. OLD VIBES, LETS GO",6 hours ago
@mr.nitithornmuendech4978,Figure.19,6 hours ago
@MissCamilaOliveira,Best Linkin Park's phase.,6 hours ago
@poonampoonia3705,"This was very informative, appreciate it.",6 hours ago
@michtig,2:11 let him cook!,6 hours ago
@subnormality5854,The backing track vaguely reminds me of the Dust Brothers' soundtrack for Fight Club. Appropriate considering the song title👥,6 hours ago
@funceres6499,Brividi......finalmente😍😍😍,6 hours ago
@seekarband,Banger!!!!,6 hours ago
@suelenmelo9425,We loooooove ittttt! 😍😍😍,6 hours ago
@sysdroid98,"Meteora, is that you?",6 hours ago
@thaynarasousa3575,What's the last time we've seen this Mike's smile? I loved and so happy for this.,6 hours ago
@TorridPrime217,"Well... that was extremely unimpressive. 

The song just feels like one of those 'buffer songs' you'd use to pad out an album. Its extremely repetitive and doesn't feel like it really has anything to say beyond what's said in the chorus, nor does it feels especially unique or clever, in any way. 

The video was just... what even was that?? That was even trying to recapture classic LP; that was just generic 2000s nu-metal chic, and it wasn't in any way fun or amusing to watch. 

I will say that Armstrong does sound better in this song, but given how generic and uninspired it feels, that feels more like a backhanded compliment.

The more of these songs that they debut, the more it starts to feel like LP has less of a 'new direction' and more of a 'lack of direction'",6 hours ago
@АндрейАлексеевич-я1т,"Ни разу не впечатляющие говницо,которое и рядом с прежним Linkin Park не стоит.",6 hours ago
@seekarband,banger!!!!!!,6 hours ago
@panpansin,I'm late !!!,6 hours ago
@ssvaiyn3187,I can never stop to think about what this album would have sounded like if Danny Case would have been the new vocalist.,6 hours ago
@glennsantiago3531,Welcome back LINKIN PARK!!!!!!!!,6 hours ago
@Kumar-nt9xw,"This was super helpful, thanks!",6 hours ago
@dandroid761,Wow!   Love it.,6 hours ago
@k_danyaev,Нормас,6 hours ago
@sabena206,"continua a gostar de escutar o Shinoda, como sempre, mas continuo a não sentir a vocalista nisto. não que ela não seja boa, mas não sinto o mesmo. relativamente á sonoridade instrumental continuo a adorar.",6 hours ago
@sergeydmytriienko639,Masterpiece,6 hours ago
@begastorm,their inability to produce bad songs should be studied,6 hours ago
@WilkosGaMes,Linkin park is back!!,6 hours ago
@SaiSai-b6k,Great video! Really enjoyed it.,6 hours ago
@ISWAGhopey,"Points of Authority vibes, LOVE IT!!!!!",6 hours ago
@JackSon-k8d,"Loved this video, keep up the great work!",6 hours ago
@kamikazecy,Amazing,6 hours ago
@seekarband,Banger!!!!,6 hours ago
@СергейЛеонтьев-я5и,"💥👍👍👍. Как в старые добрые, вот это Linkin Park",6 hours ago
@alexandrenicolini4109,This is what we've been asking for!,6 hours ago
@josephstephens3497,The world got a little better 15 hours ago...,6 hours ago
@Famille-Rock,thank you for this ! tomorrow the new album,6 hours ago
@patrikvasek8701,MAMMA MIA:eyes-pink-heart-shape:,6 hours ago
@PhongpholM,"Thanks for sharing this, learned a lot.",6 hours ago
@HarleyMcfalls,"This was exactly what I needed, thanks!",6 hours ago
@4UGOY,"Sorry, but it's like a step back from what you guys were doing in 2010-s.😢",6 hours ago
@Keystone75,"After a horrible tragedy, adding Emily Armstrong was the smartest move these could've made!",6 hours ago
@Kingmachete7,Nah.,6 hours ago
@okonom1,Very nice! Keep up the good work. Im glad your back. The band is more than a lead singer. Chester were great. Emily is great. All the best to linkin park ❤️,6 hours ago
@LeonardoAraujo-n9i,Esta si me ha gustadoo neta que vivraa aaa se me pusieron los pelos de puntaaa,6 hours ago
@aronviktor8453,WE ARE SO BACK,6 hours ago
@privatmigatte,It feels like the old Times!,6 hours ago
@ชาญชลคํามูล-ฬ8ฬ,โยกหัวดิรอไร🤘🏼🔥,6 hours ago
@NiGhTVampPaleone,I feel like I'm back in middle school listen to my favorite angst songs,6 hours ago
@rnidnjd-uu5rv,bro this is so sick i love it,6 hours ago
@DavidAlanoca-l3e,"¡Vamos linki park! Genial el tema, felicidades",6 hours ago
@mwtds7257,Kind of mid 🤔,6 hours ago
@twiggy236,"Everyone Misses the Sound you once Abandoned! TBh... Basically, We miss the Sound that made You! I'm gen Z and my Favorite Albums are the first 2 with some other Singles of course! No It is Not Dated in any WAY!I in Fact We need More Good energetic Rock/Metal! Tired Of hearing just Mumbling and generic Beatz/ Autotune! that sound like A water sprinkler🔥🔥 SONG Got into you when I was 8! Good Blend of Every type of style fr.",6 hours ago
@girldiamond22,Es bueno que estén haciendo música como está en un momento donde hay reggaetón y no hay talento. Están arrasando con todo 🎉,6 hours ago
@kohinurakter4908,"Fantastic video, really appreciate your effort!",6 hours ago
@ichsancinema6535,😍😍😍 whoaaahhhh,6 hours ago
@user-zi4ms1fc7w,Боже даааа😮🎉❤,6 hours ago
@mchbul8567,This song just brought me back to the early 00s. Great job LP!🤘,6 hours ago
@Jordan-rv1we,Guys this is too much for someone who just discovered Linkin Park...😢❤,6 hours ago
@SompongMumtong,Great video! Really enjoyed it.,6 hours ago
@girldiamond22,Perfecto 🎉 felicidades 👌,6 hours ago
@guizeri2000,DE LONGE A MELHOR MÚSICA DO DISCO,6 hours ago
@Venzeb83,New 2024,6 hours ago
@alexgeek3662,Sounds like guano apes,6 hours ago
@Awa_Humaira,1:05 - 1:07. ❤❤❤ Emily moves❤❤❤,6 hours ago
@murcy1977,Worst song ever.,6 hours ago
@soldiergladiator3533,"Very good song, remind me Hit the Floor",6 hours ago (edited)
@dbuell,All of the new songs have been so good! Emily is crushing it. Can't wait for the album to drop!,6 hours ago
@diegonens,Que clipaço!!!,6 hours ago
@aliz5199,Emily gives off Makima vibe here. Loving it 😂👊💥,6 hours ago
@lion7705,"FROM ZERO rankings so far:
1-Heavy is the crown
2-two faced
3-the emptiness machine
4-over each other",6 hours ago
@pedronunes4908,"LET´S GOOOOOO! PLEASE COME TO PORTUGAL, WE LOVE YOU!",6 hours ago
@vincebayno,"Im listening today , October 5 2050😂",6 hours ago
@Fun-jg4xq,Better go and discover old songs with Chester,6 hours ago
@Fun-jg4xq,What about video? She got some Joker vibe in there,6 hours ago
@noralispalencia1802,Amo está vaina 🙌🏼🙌🏼🙌🏼,6 hours ago
@svenjakatharinastoltenberg5556,❤❤❤🤘,6 hours ago
@adampiekarczyk4891,Wow....wow....wow. This Is old Linkin Park!!🤘🤘,6 hours ago
@rafaelvivi7097,"Brother,a voz dessa vocal me lembra muito a voz da Sandra Nasić da Banda Guano Apes, pesquisa aí.
(Brother, this singer's voice reminds me a lot of Sandra Nasić's voice from the band Guano Apes, do some research)",6 hours ago
@Zoo1424-w7o,We'll DAMN!!!! That's fantastic!,6 hours ago
@TheLu221,A música de vocês salvaram minha vida,6 hours ago
@pjgalligan,❤,6 hours ago
@EatMoreVitamins,Emily's voice is sooo fierce and her hair looks awesome when she's headbanging! ❤ing the energy she brings to LP ⚡,6 hours ago
@bobcutlip-h7g,"Awesome video, looking forward to the next one!",6 hours ago
@martin116s,Banger. I thought Heavy Is the Crown is peak in this album. But this is so great I can´t to wait tomorow album release. Just WOW. <3,6 hours ago
@MinorBocan,"It sounds like One Step Close mixed with Points of Authority and the Emily vibe, reminds me the best linkin park songs but NEW and kind of refreshed, thank you all for this treasure 🔥🔥🔥",6 hours ago
@BigVBeatsOfficial,"She is perfect. This track was classic Linkin Park. She sounded like chester in this song. That was utterly badass, loved it!!",6 hours ago
@Kingbeer01,"Naaaa this ain't it, Should've just started a new band than drag this through the dirt.",6 hours ago
@IyappanIyappan-rr7pe,Really appreciate the insights in this video.,6 hours ago
@keikuchi,Yeah!! ♥♥♥♪♪♪♪,6 hours ago
@mdalif-m3r7i,"You explained this so well, thank you!",6 hours ago
@SDMChannel328,Great joe Hahn director,6 hours ago
@nekkopxndx,i love this chapter of linkin park <3,6 hours ago
@haz4892,Wow,6 hours ago
@LoisHeddins,"Awesome video, looking forward to the next one!",6 hours ago
