Job Title,Company,Location,Required Skills,Kind of Job,Posted On
"AI Trainer, SOQL Developer","Quincy, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Boston, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Quincy, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, SOQL Developer","Brockton, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Brockton, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
Gen AI Data Scientist-----------12+ years,Remote,Not available,Job Title : Gen AI Data Scientist Location: Remote Duration: Long term Job Type : Full time Responsibilities: Looking for Python Engineer/Data Scientist having experience in generative AI models and algorithms to solve complex business problemsResponsibilitiesUse generative AI models and algorithms to solve complex business problems.Instruct LLM model through prompt engineering to achieve improved accuracyTake complete ownership of a use case and collaborate with cross-functional team consist of,Not specified,Not available
Gen AI Machine Learning Engineer,Remote,Not available,"REMOTE: EST HOURS We are seeking an experienced Machine Learning Engineer to join our team and play a pivotal role in the development of our advanced Generative AI applications and systems. This dynamic role involves a variety of initiatives, including designing, building, and delivering Client applications leveraging AI technologies like LLMs and FMs. Key Responsibilities: Develop, train, and fine-tune Client models, with a focus on LLMs, FMs, and RAG.Lead the model development lifecycle from",Not specified,Not available
Gen AI Engineer (No Data Scientist /No AI Engineer)- Remote,Remote,Not available,"Role: GEN AI Engineer (No AI Engineer/ NO LLM Engineer/No Data Scientist) Location : 100% Remote MOI: 2 Video Rounds JOB DESCRIPTION GenAI Pipeline Development: Design and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications.Collaborate with cross-functional teams to refine models based on user feedback.Model Performance Evaluation: Establish metrics for assessing GenAI module performance and accuracy.Implement quality assurance processes to validate outputs before deplo",Not specified,Not available
Gen AI/ ML Architect,"Remote or New York, New York, USA",Not available,"Title: Gen AI Architect Remote Looking for GenAI Architect responsible for designing, developing, and overseeing the implementation of GenAI solutions Design and develop the architecture and infrastructure for GenAI systems, including data storage, processing, and retrieval mechanisms. Should lead the decision-making process for technical and architectural choices with external Gen AI service providers to ensuring that solutions are scalable, maintainable, and cost-effective. Demo the results o",Not specified,Not available
GEN AI Engineer (15+ Years) (No need AI Engineer/ NO LLM Engineer),Remote,Not available,"Role: GEN AI Engineer Exp: 16+ Years Location: 100% Remote MOI: Phone + Skype Skills Required: Gen.AI Pipeline Development:Must have Data Scientist experienceDesign and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications.We don't need an AI Engineer/NO LLM Engineer) Target (GEN AI Engineer)Ensure seamless integration of GenAI solutions with existing systems and workflows.Ensure smooth deployment of GenAI models, collaborating with the team for effective performance.Str",Not specified,Not available
GEN AI Engineer,Remote,Not available,"GEN AI Engineer (100% Remote) - (No AI Engineer/ NO LLM Engineer) Consulting Opportunity JOB DESCRIPTION Responsibilities: GenAI Pipeline Development: o Design and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications. o Collaborate with cross-functional teams to refine models based on user feedback. Model Performance Evaluation: o Establish metrics for assessing GenAI module performance and accuracy. o Implement quality assurance processes to validate outputs before dep",Not specified,Not available
GEN AI Engineer,Remote,Not available,"GEN AI Engineer (100% Remote) - (No AI Engineer/ NO LLM Engineer) Consulting Opportunity JOB DESCRIPTION Responsibilities: GenAI Pipeline Development: o Design and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications. o Collaborate with cross-functional teams to refine models based on user feedback. Model Performance Evaluation: o Establish metrics for assessing GenAI module performance and accuracy. o Implement quality assurance processes to validate outputs before de",Not specified,Not available
Platform & Gen AI Strategic Operations,"Remote or Santa Clara, California, USA",Not available,"Company Description It all started in sunny San Diego, California in 2004 when a visionary engineer, Fred Luddy, saw the potential to transform how we work. Fast forward to today - ServiceNow stands as a global market leader, bringing innovative AI-enhanced technology to over 8,100 customers, including 85% of the Fortune 500 . Our intelligent cloud-based platform seamlessly connects people, systems, and processes to empower organizations to find smarter, faster, and better ways to work. But thi",Not specified,Not available
Gen AI Engineer (No AI Engineer/ NO LLM Engineer) - 15+ Yrs - Remote,Remote,Not available,"Role: GEN AI Engineer (No AI Engineer/ NO LLM Engineer) Exp: 15+ Yrs Location : 100% Remote MOI: 2 Video Rounds JOB DESCRIPTION GenAI Pipeline Development: Design and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications.Collaborate with cross-functional teams to refine models based on user feedback.Model Performance Evaluation: Establish metrics for assessing GenAI module performance and accuracy.Implement quality assurance processes to validate outputs before deployment",Not specified,Not available
Gen AI-ML Developer (Remote)-59508,"Remote or Dallas, Texas, USA",Not available,"Job DescriptionJob DescriptionGen AI - ML Developer (Remote) -59508 We have an immediate ""hands-on"" opportunity for a Gen AI - ML Developer to support both design and development initiatives. This position requires proficiency in programming languages like Python, and frameworks such as TensorFlow or PyTorch to collaborate with cross-functional teams in integrating AI/ML solutions into overall project architecture. In addition to other responsibilities, the Ai -ML Developer will conduct data ana",Not specified,Not available
Senior Data Scientist Gen AI/NLP,"Cambridge, Massachusetts, USA",Not available,"Summary Location: Cambridge, MA #LI-Hybrid The AI & Computational Science (AICS) team at Biomedical Research, Novartis is at the forefront of innovating drug discovery with AI. Our mission is to accelerate the development of transformative medicines for patients worldwide. AICS is looking for a highly motivated technical and scientific leader in the field of Generative AI to push the boundaries of disease understanding and drug discovery. In this role, you will have the opportunity to create im",Not specified,Not available
"AI Trainer, SOQL Developer","Cambridge, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
Senior Microsoft Full Stack/AI Developer,"Boston, Massachusetts, USA",Not available,"Marcum LLP is currently looking for an SR Microsoft Full Stack/AI Developer to join their internal development team and focus on the AI initiatives within the firm. The ideal candidate should have a minimum of 10 years of experience, in Microsoft Development (C#. .NET, Parallel Programing , , Winforms, Core Framework, SPA development, and Entity Framework) and the ability to present to management their coding design plans. Proficiency in the use of tools, specifically (Visual Studio, GIT, IIS an",Not specified,Not available
"AI Trainer, SOQL Developer","Boston, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Cambridge, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, SOQL Developer","Quincy, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Boston, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Quincy, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, SOQL Developer","Brockton, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Brockton, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
Gen AI Data Scientist-----------12+ years,Remote,Not available,Job Title : Gen AI Data Scientist Location: Remote Duration: Long term Job Type : Full time Responsibilities: Looking for Python Engineer/Data Scientist having experience in generative AI models and algorithms to solve complex business problemsResponsibilitiesUse generative AI models and algorithms to solve complex business problems.Instruct LLM model through prompt engineering to achieve improved accuracyTake complete ownership of a use case and collaborate with cross-functional team consist of,Not specified,Not available
Gen AI Machine Learning Engineer,Remote,Not available,"REMOTE: EST HOURS We are seeking an experienced Machine Learning Engineer to join our team and play a pivotal role in the development of our advanced Generative AI applications and systems. This dynamic role involves a variety of initiatives, including designing, building, and delivering Client applications leveraging AI technologies like LLMs and FMs. Key Responsibilities: Develop, train, and fine-tune Client models, with a focus on LLMs, FMs, and RAG.Lead the model development lifecycle from",Not specified,Not available
Gen AI Engineer (No Data Scientist /No AI Engineer)- Remote,Remote,Not available,"Role: GEN AI Engineer (No AI Engineer/ NO LLM Engineer/No Data Scientist) Location : 100% Remote MOI: 2 Video Rounds JOB DESCRIPTION GenAI Pipeline Development: Design and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications.Collaborate with cross-functional teams to refine models based on user feedback.Model Performance Evaluation: Establish metrics for assessing GenAI module performance and accuracy.Implement quality assurance processes to validate outputs before deplo",Not specified,Not available
Gen AI/ ML Architect,"Remote or New York, New York, USA",Not available,"Title: Gen AI Architect Remote Looking for GenAI Architect responsible for designing, developing, and overseeing the implementation of GenAI solutions Design and develop the architecture and infrastructure for GenAI systems, including data storage, processing, and retrieval mechanisms. Should lead the decision-making process for technical and architectural choices with external Gen AI service providers to ensuring that solutions are scalable, maintainable, and cost-effective. Demo the results o",Not specified,Not available
GEN AI Engineer (15+ Years) (No need AI Engineer/ NO LLM Engineer),Remote,Not available,"Role: GEN AI Engineer Exp: 16+ Years Location: 100% Remote MOI: Phone + Skype Skills Required: Gen.AI Pipeline Development:Must have Data Scientist experienceDesign and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications.We don't need an AI Engineer/NO LLM Engineer) Target (GEN AI Engineer)Ensure seamless integration of GenAI solutions with existing systems and workflows.Ensure smooth deployment of GenAI models, collaborating with the team for effective performance.Str",Not specified,Not available
GEN AI Engineer,Remote,Not available,"GEN AI Engineer (100% Remote) - (No AI Engineer/ NO LLM Engineer) Consulting Opportunity JOB DESCRIPTION Responsibilities: GenAI Pipeline Development: o Design and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications. o Collaborate with cross-functional teams to refine models based on user feedback. Model Performance Evaluation: o Establish metrics for assessing GenAI module performance and accuracy. o Implement quality assurance processes to validate outputs before dep",Not specified,Not available
GEN AI Engineer,Remote,Not available,"GEN AI Engineer (100% Remote) - (No AI Engineer/ NO LLM Engineer) Consulting Opportunity JOB DESCRIPTION Responsibilities: GenAI Pipeline Development: o Design and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications. o Collaborate with cross-functional teams to refine models based on user feedback. Model Performance Evaluation: o Establish metrics for assessing GenAI module performance and accuracy. o Implement quality assurance processes to validate outputs before de",Not specified,Not available
Platform & Gen AI Strategic Operations,"Remote or Santa Clara, California, USA",Not available,"Company Description It all started in sunny San Diego, California in 2004 when a visionary engineer, Fred Luddy, saw the potential to transform how we work. Fast forward to today - ServiceNow stands as a global market leader, bringing innovative AI-enhanced technology to over 8,100 customers, including 85% of the Fortune 500 . Our intelligent cloud-based platform seamlessly connects people, systems, and processes to empower organizations to find smarter, faster, and better ways to work. But thi",Not specified,Not available
Gen AI Engineer (No AI Engineer/ NO LLM Engineer) - 15+ Yrs - Remote,Remote,Not available,"Role: GEN AI Engineer (No AI Engineer/ NO LLM Engineer) Exp: 15+ Yrs Location : 100% Remote MOI: 2 Video Rounds JOB DESCRIPTION GenAI Pipeline Development: Design and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications.Collaborate with cross-functional teams to refine models based on user feedback.Model Performance Evaluation: Establish metrics for assessing GenAI module performance and accuracy.Implement quality assurance processes to validate outputs before deployment",Not specified,Not available
Gen AI-ML Developer (Remote)-59508,"Remote or Dallas, Texas, USA",Not available,"Job DescriptionJob DescriptionGen AI - ML Developer (Remote) -59508 We have an immediate ""hands-on"" opportunity for a Gen AI - ML Developer to support both design and development initiatives. This position requires proficiency in programming languages like Python, and frameworks such as TensorFlow or PyTorch to collaborate with cross-functional teams in integrating AI/ML solutions into overall project architecture. In addition to other responsibilities, the Ai -ML Developer will conduct data ana",Not specified,Not available
Senior Data Scientist Gen AI/NLP,"Cambridge, Massachusetts, USA",Not available,"Summary Location: Cambridge, MA #LI-Hybrid The AI & Computational Science (AICS) team at Biomedical Research, Novartis is at the forefront of innovating drug discovery with AI. Our mission is to accelerate the development of transformative medicines for patients worldwide. AICS is looking for a highly motivated technical and scientific leader in the field of Generative AI to push the boundaries of disease understanding and drug discovery. In this role, you will have the opportunity to create im",Not specified,Not available
"AI Trainer, SOQL Developer","Cambridge, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
Senior Microsoft Full Stack/AI Developer,"Boston, Massachusetts, USA",Not available,"Marcum LLP is currently looking for an SR Microsoft Full Stack/AI Developer to join their internal development team and focus on the AI initiatives within the firm. The ideal candidate should have a minimum of 10 years of experience, in Microsoft Development (C#. .NET, Parallel Programing , , Winforms, Core Framework, SPA development, and Entity Framework) and the ability to present to management their coding design plans. Proficiency in the use of tools, specifically (Visual Studio, GIT, IIS an",Not specified,Not available
"AI Trainer, SOQL Developer","Boston, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Cambridge, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, SOQL Developer","Quincy, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Boston, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Quincy, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, SOQL Developer","Brockton, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Brockton, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
Gen AI Data Scientist-----------12+ years,Remote,Not available,Job Title : Gen AI Data Scientist Location: Remote Duration: Long term Job Type : Full time Responsibilities: Looking for Python Engineer/Data Scientist having experience in generative AI models and algorithms to solve complex business problemsResponsibilitiesUse generative AI models and algorithms to solve complex business problems.Instruct LLM model through prompt engineering to achieve improved accuracyTake complete ownership of a use case and collaborate with cross-functional team consist of,Not specified,Not available
Gen AI Machine Learning Engineer,Remote,Not available,"REMOTE: EST HOURS We are seeking an experienced Machine Learning Engineer to join our team and play a pivotal role in the development of our advanced Generative AI applications and systems. This dynamic role involves a variety of initiatives, including designing, building, and delivering Client applications leveraging AI technologies like LLMs and FMs. Key Responsibilities: Develop, train, and fine-tune Client models, with a focus on LLMs, FMs, and RAG.Lead the model development lifecycle from",Not specified,Not available
Gen AI Engineer (No Data Scientist /No AI Engineer)- Remote,Remote,Not available,"Role: GEN AI Engineer (No AI Engineer/ NO LLM Engineer/No Data Scientist) Location : 100% Remote MOI: 2 Video Rounds JOB DESCRIPTION GenAI Pipeline Development: Design and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications.Collaborate with cross-functional teams to refine models based on user feedback.Model Performance Evaluation: Establish metrics for assessing GenAI module performance and accuracy.Implement quality assurance processes to validate outputs before deplo",Not specified,Not available
Gen AI/ ML Architect,"Remote or New York, New York, USA",Not available,"Title: Gen AI Architect Remote Looking for GenAI Architect responsible for designing, developing, and overseeing the implementation of GenAI solutions Design and develop the architecture and infrastructure for GenAI systems, including data storage, processing, and retrieval mechanisms. Should lead the decision-making process for technical and architectural choices with external Gen AI service providers to ensuring that solutions are scalable, maintainable, and cost-effective. Demo the results o",Not specified,Not available
GEN AI Engineer (15+ Years) (No need AI Engineer/ NO LLM Engineer),Remote,Not available,"Role: GEN AI Engineer Exp: 16+ Years Location: 100% Remote MOI: Phone + Skype Skills Required: Gen.AI Pipeline Development:Must have Data Scientist experienceDesign and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications.We don't need an AI Engineer/NO LLM Engineer) Target (GEN AI Engineer)Ensure seamless integration of GenAI solutions with existing systems and workflows.Ensure smooth deployment of GenAI models, collaborating with the team for effective performance.Str",Not specified,Not available
GEN AI Engineer,Remote,Not available,"GEN AI Engineer (100% Remote) - (No AI Engineer/ NO LLM Engineer) Consulting Opportunity JOB DESCRIPTION Responsibilities: GenAI Pipeline Development: o Design and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications. o Collaborate with cross-functional teams to refine models based on user feedback. Model Performance Evaluation: o Establish metrics for assessing GenAI module performance and accuracy. o Implement quality assurance processes to validate outputs before dep",Not specified,Not available
GEN AI Engineer,Remote,Not available,"GEN AI Engineer (100% Remote) - (No AI Engineer/ NO LLM Engineer) Consulting Opportunity JOB DESCRIPTION Responsibilities: GenAI Pipeline Development: o Design and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications. o Collaborate with cross-functional teams to refine models based on user feedback. Model Performance Evaluation: o Establish metrics for assessing GenAI module performance and accuracy. o Implement quality assurance processes to validate outputs before de",Not specified,Not available
Platform & Gen AI Strategic Operations,"Remote or Santa Clara, California, USA",Not available,"Company Description It all started in sunny San Diego, California in 2004 when a visionary engineer, Fred Luddy, saw the potential to transform how we work. Fast forward to today - ServiceNow stands as a global market leader, bringing innovative AI-enhanced technology to over 8,100 customers, including 85% of the Fortune 500 . Our intelligent cloud-based platform seamlessly connects people, systems, and processes to empower organizations to find smarter, faster, and better ways to work. But thi",Not specified,Not available
Gen AI Engineer (No AI Engineer/ NO LLM Engineer) - 15+ Yrs - Remote,Remote,Not available,"Role: GEN AI Engineer (No AI Engineer/ NO LLM Engineer) Exp: 15+ Yrs Location : 100% Remote MOI: 2 Video Rounds JOB DESCRIPTION GenAI Pipeline Development: Design and implement Generative AI pipelines for Chat, RAG, and Fine-tuning applications.Collaborate with cross-functional teams to refine models based on user feedback.Model Performance Evaluation: Establish metrics for assessing GenAI module performance and accuracy.Implement quality assurance processes to validate outputs before deployment",Not specified,Not available
Gen AI-ML Developer (Remote)-59508,"Remote or Dallas, Texas, USA",Not available,"Job DescriptionJob DescriptionGen AI - ML Developer (Remote) -59508 We have an immediate ""hands-on"" opportunity for a Gen AI - ML Developer to support both design and development initiatives. This position requires proficiency in programming languages like Python, and frameworks such as TensorFlow or PyTorch to collaborate with cross-functional teams in integrating AI/ML solutions into overall project architecture. In addition to other responsibilities, the Ai -ML Developer will conduct data ana",Not specified,Not available
Senior Data Scientist Gen AI/NLP,"Cambridge, Massachusetts, USA",Not available,"Summary Location: Cambridge, MA #LI-Hybrid The AI & Computational Science (AICS) team at Biomedical Research, Novartis is at the forefront of innovating drug discovery with AI. Our mission is to accelerate the development of transformative medicines for patients worldwide. AICS is looking for a highly motivated technical and scientific leader in the field of Generative AI to push the boundaries of disease understanding and drug discovery. In this role, you will have the opportunity to create im",Not specified,Not available
"AI Trainer, SOQL Developer","Cambridge, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
Senior Microsoft Full Stack/AI Developer,"Boston, Massachusetts, USA",Not available,"Marcum LLP is currently looking for an SR Microsoft Full Stack/AI Developer to join their internal development team and focus on the AI initiatives within the firm. The ideal candidate should have a minimum of 10 years of experience, in Microsoft Development (C#. .NET, Parallel Programing , , Winforms, Core Framework, SPA development, and Entity Framework) and the ability to present to management their coding design plans. Proficiency in the use of tools, specifically (Visual Studio, GIT, IIS an",Not specified,Not available
"AI Trainer, SOQL Developer","Boston, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Cambridge, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, SOQL Developer","Quincy, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Boston, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Quincy, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, SOQL Developer","Brockton, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
"AI Trainer, COBOL Developer","Brockton, Massachusetts, USA",Not available,Alignerr.com is a community of subject matter experts from several disciplines who align AI models by creating high-quality data in their field of expertise to build the future of Generative AI. Alignerr is operated by Labelbox. Labelbox is the leading data-centric AI platform for building intelligent applications. Teams looking to capitalize on the latest advances in generative AI and LLMs use the Labelbox platform to inject these systems with the right degree of human supervision and automatio,Not specified,Not available
Gen AI Data Scientist-----------12+ years,Remote,Not available,Job Title : Gen AI Data Scientist Location: Remote Duration: Long term Job Type : Full time Responsibilities: Looking for Python Engineer/Data Scientist having experience in generative AI models and algorithms to solve complex business problemsResponsibilitiesUse generative AI models and algorithms to solve complex business problems.Instruct LLM model through prompt engineering to achieve improved accuracyTake complete ownership of a use case and collaborate with cross-functional team consist of,Not specified,Not available
