Author,Comment,Time
@sircharles2228,"For all the girls in the 2000's who were Linkin Park fans singing along to ""One Step Closer"" in their bedrooms or cars Emily has made us proud by picking up the torch as the new vocalist for Linkin Park. LP❤",6 hours ago (edited)
@MartiniScreamz,She's awful at screaming though like she's a really good singer but she's pushing too hard and her voice is cracking too much,5 hours ago
@olibarrett4283, @MartiniScreamz that’s not true.,5 hours ago
@Gabriel50yfi," @MartiniScreamz Nice bait dude, nice bait…",5 hours ago
@MartiniScreamz, @olibarrett4283  bro believe me she's bad I'm in a band my whole vocal style is basically growls and screams and yeah she's bad,5 hours ago
@MartiniScreamz, @Gabriel50yfi  nah I like her mostly but she's genuinely bad at screaming her technique just sounds awful I'm not a hater,5 hours ago
@timmehboi977, @MartiniScreamz  your not wrong shes bad at screaming,5 hours ago
@SemFronteirass,she is good. she couldn't have the voice that please u. but for me is 100/100,5 hours ago
@timmehboi977, @SemFronteirass  you must not know decent screaming then,5 hours ago
@darthrealgar,Bonkers! You've released four singles and the album isn't even out yet! 😂 This is truly something special.,6 hours ago
@mberkerolcer,"one of the most powerful ""first 30 seconds"" I've heard in the last 20 years. it took me back to my youth. but then it weakens unfortunately",6 hours ago
@overalfa,that's warrrrrit is,6 hours ago
@WhandersonOliveira-i1z,Good ❤,6 hours ago
@AsherNeal-p1y,"I like this song, although the video it is a bit weird, its definitely better then over each other",6 hours ago
@Jeh_2109,Bem vinda de volta One Step Closer Segunda,6 hours ago
@VidZeen,Should have used Sandra from Guano Apes as a replacement and not this scientology cultist,6 hours ago
@Meisto95,arcane,6 hours ago
@rafaelligomes6916,Ameeeei❤,6 hours ago
@oOoKhaledoOo,I love it! I think it's my favorite so far off the new album. Greetings from Egypt!,6 hours ago
@stifmiester6919,"Linkin park died with chester, this isn't linkin park this is something else and they should honor Chester by renaming the band this is not linkin park anymore",6 hours ago
@AhmedSamir-eh5ye,She's nuts,6 hours ago
@ManifestingLucidly,"1:30 Did you just fuckin cyberslap me bruh?🤣🫂
You know, your energy transfers.👁️
I had as much fun watching it as you all did producing it. 🫂1:56🫂",6 hours ago (edited)
@DarkRulerHaDes666,"I keep feeling apprehension, but then the songs keep being good.",6 hours ago
@leonblack5153,1:40 my fav one <3,6 hours ago (edited)
@RailsonPrincesotocamuito,Figure.09?,6 hours ago
@Wallie358,"Well, I guess I'm buying new album ❤",6 hours ago
@javijanuaryarts,I absolutely love itttt! How is it possible that every single song is sooo gooooood! Loved the suits! Emily looks fire! 🔥🔥🔥,6 hours ago
@eugeneostrovschuk9939,"I think we were expecting a song like this not only from Linkin Park but from all ""alternative world""
Well done, keep it up!",6 hours ago
@radamtv4779,This album is gonna be a masterpiece🔥🔥🔥. Haters gonna hate🤷‍♂️,6 hours ago
@krsh6770,True,6 hours ago
@BARONMARX,Band's still here.  Sounds more like your fandom died with Chester.  Sorry for your loss.,6 hours ago
@allankris3900,"essa ficou insana, pqp",6 hours ago
@rrkwarmonger,This as a clean link park song. Just like the old times.,6 hours ago
@surfish13wct,🔥🤯🇧🇷,6 hours ago
@MrIngeschus,0:03 replay Button,6 hours ago
@shengc3395,awesome!!! hahaha phoenix still rocking it hahahah boys still got it...,6 hours ago
@Im_Cheeky,Finally some decent LP music. Thanks.,6 hours ago
@wesart1000,One word WOW!!!!!!!!!!!!!!!!!!!!This Chick fits perfectly!!!,6 hours ago
@pratiksaikia2309,Making bangers is just daily schedule for LP 😍🗿,6 hours ago
@bringas3764,Rage against the machinevibe,6 hours ago
@FatimaThomas-z6p,"This brought us back to 2000. That guitar riff, the scratch, the rap and the scream. Love to see them having fun with Emily and the new drummer.",6 hours ago
@saadmannoorwasif5071,Thank you LP for being; YOU! ❤,6 hours ago
@Правдаимаркетинг,Фантастика!.. Прям порвали потолок!,6 hours ago
@SefMeteora,"Lyrics:

(kniht flesym raeh t'nac I)
(kniht flesym raeh t'nac I)
Get right!

Last time, I was hanging by a thread
Trying to say I'm not, but I'm in it over my head
That's when I figured out where it led
Beginning to realize that you put me over the edge

Your truth's not rigid, your rules aren't fair
The dark's too vivid, the light's not there
I start to give in, but I can't bear
To put it all behind, I run into it blind like

Two faced, caught in the middle
Caught in the middle
Too late, counting to zero
Counting to zero
You should have recognized
It's too late for choosing sides
Two faced, caught in the middle
Caught in the middle
Two faced!

Last time, you told me it wasn't true
And pointed every finger at things that you didn't do
So that's why I kept missing the clues
And never realized that the one that did it was you

Your truth's not rigid, your rules aren't fair
The dark's too vivid, the light's not there
I start to give in, but I can't bear
To put it all behind, I run into it blind like

Two faced, caught in the middle
Caught in the middle
Too late, counting to zero
Counting to zero
You should have recognized
It's too late for choosing sides
Two faced, caught in the middle
Caught in the middle
Two faced!

I can't hear myself think
I can't hear myself think
I can't hear myself think
Stop yelling at me!
I can't hear myself think!
Yeah!
Stop yelling at me!
Stop yelling at me!
Stop yelling at me!

Two faced, caught in the middle
Caught in the middle
Too late, counting to zero
Counting to zero
You should have recognized
It's too late for choosing sides
Two faced, caught in the middle
Caught in the middle
Caught in the middle
Caught in the middle!
Caught in the middle!
Caught in the middle!
Caught in the middle! (Two faced!)

Is that what it is?
That's what it is
Ha-ha-ha-ha-hah
We're on the same page right now",6 hours ago
@vertigovain,Nice new Guano Apes video. Sanda Nasic looks still good.,6 hours ago
@fkozlovski,BEST SONG EVER!!!!!,6 hours ago
@TheEddogg,Pure POWERRRR!!!,6 hours ago
@AFSkull,Por qué tan elegantes muchachos?,6 hours ago
@VAEClan,I dont like her. Stop calling Yourself Linkin Park!,7 hours ago
@kanyaintachat5131,Was waiting when LP.....The new era of LP. We still miss you Chester but your voice remains in us till today! Rock On LP with Emily and the new drummer!,7 hours ago (edited)
@Guziec1983,Pure fire 💪,7 hours ago
@BARONMARX,Thanks for the meaningful feedback dum dum.,6 hours ago
@the__omid,okelah 👍🏻,7 hours ago
@FreemitiveD,I like this new Three Days Grace song!,7 hours ago
@xxskulllreaperxx4301,Banger,7 hours ago
@rgbura,well done LP,7 hours ago
@donnyangeles7102,cut the bridge is my fave,7 hours ago
@harleyquinn5049,Woooow!! I feel the vibes of Chester. I miss him but I have to accept her! ❤,7 hours ago
@samage8961,This is pure Hybrid theory era LP and im so here for it,7 hours ago
@TioRickyYT,"Ok, gostei e agora está na minha playlist 

🤟🤟🤟",7 hours ago
@Kirigo_,first new song that i dont cheer for... why she dances so weird o.O,7 hours ago
@fernandonahuelgonsalez9315,fuaaaaa siguen siendo fabulosos!!!! amo no perdieron nada la escencia. Gracias!!!,7 hours ago
@MarleneRamirez-yu8ee,"wow congratulations Linkin park they always do it, once again they surprise us❤️🔥the video is full of many things and I am excited like all the fans, 100 percent pure energy, the best Linkin park 🔥",7 hours ago
@caiomarvin,HYPE,7 hours ago
@awesomeowwww,reminds me of figure.09,7 hours ago
@saint666vinny,Old LP is back !!,7 hours ago
@wallacematheustorres5369,🇧🇷🇧🇷🇧🇷🔥🔥,7 hours ago
@richjarrell,I absolutely love this song. 🤟🇺🇸,7 hours ago
@Pohabich,Guano Apes???,7 hours ago
@jesicaread,that's cool,7 hours ago
@parasita2.0,Isso não é Linkin park 😢,7 hours ago
@CptAdama,"Nice? Very Meteora-like I like. 
After ""Over each other"" I got some doubts that cleary washed away with this song",7 hours ago
@jesuspoleo8870,Pero que espectáculo!!!! El Nu Metal ah vuelto…… 🤘🏼🎸🤘🏼🎸🤘🏼🎸,7 hours ago
@rubenvanessen1743,"'Stop yelling at me', Dumbledore asked calmly",7 hours ago
@BuyaBaraka,From Xero vibe is strong with this one.,7 hours ago
@ikkenoe1,Great song! Classic  LP vibe!,7 hours ago
@domingorodriguezferreira1826,She's totally crazy. I love it,7 hours ago
@Roastedchicken-g9b,Leaving this comment just as a proof that i was here.,7 hours ago
@L33per,Feels like I‘m 13 again! Goosebumps! Need to blast my discography from back then again!,7 hours ago
@NaJJaable,LINKIN PARK IS SO FUKING BACK ... JESUS ... BREAKING THE INTERNET,7 hours ago
@tarktark8455,2000's nostalgia or 2024 vibes❤,7 hours ago
@Mahendra-bj6vy,Oh...,7 hours ago
@mynameisandaru9736,"This song is high quality , good arrangement, cool voice, and the music video is amazing",7 hours ago
@sappermemes8896,YES!,7 hours ago
@elbazdavid5077,Oh je sens d'ici les pogos mon pote,7 hours ago
@agatas8612,Woow. Good job,7 hours ago
@Spelborea,almost same synth from heavy is the crown,7 hours ago
@minfernando8519,Woow😍❤.,7 hours ago
@gialactusfighterzpsn7527,"Why make an alternative/cover of your one song
 “One Step Closer”? This sound just like a wannabe Chester’s vibes…
Love this sound obviousely but this not so good",7 hours ago
@Natahin,Thank you very much! Great song ❤️ best wishes from your Russian fans 🇷🇺,7 hours ago
@barguland,I love it,7 hours ago
@martingonzalez9778,It warms my heart to see Emily having fun and OMG it’s sooo good to see Brad!!!!,7 hours ago
@grinch420.,RIP Chester no one can replace you,7 hours ago
@pimousse3047,vivement demain d'écouter l'album,7 hours ago
@Tricksternator,So Mike slept with Chester's wife and picks a girl in the band we all sure Mike didn't talk Chester into death...,7 hours ago
@franciscozuniga5555,This is pure 2000 numetal,7 hours ago
@7wolfs154,Where are the people that was  laughing at the band ?Now you like the band you morons???They will bring out much more hits like this,7 hours ago
@ArticulateDesignASMR,This is so freaking cool to see and even more so to hear! Totally unexpected but so damn welcomed.,7 hours ago
@robertbishop9576,"Where is melody? WTF is this ? Stop that Mike, come on dude. It is dead.",7 hours ago
@doravirolainen4703,"Нет нет нет. Это что угодно, но не Линкин парк. Тупо срубить бабла",7 hours ago
@jonathanrodrigues6498,Thank you Linkin Park! 🤟🤘👊🤙,7 hours ago
@kaczordonald7183,Guano apes?,7 hours ago
@marcinwojcik9273,"All we need is this level of energy from her during concerts, would be perfect!",7 hours ago
@Sidera_,We’ve never been more back,7 hours ago
@neubauermathias1427,Linkin Park is back. I still can't believe it. The new single is awesome.,7 hours ago
@ПоэтирЭволюция,Охуенный разъёб 💥 🔥🔥🔥,7 hours ago
@Lordenry100,John Wick's creek 😎,7 hours ago
@РоманВерещак-м9ц,Omg this is new Guano apes 😂,7 hours ago
@ThanaphatPhothawin,smell like a mentholllllllll eucalyptus,7 hours ago
@obloginfinito2442,Fire 🔥🔥🔥,7 hours ago
@LeoArmesto,"Thank you for comming back!! You have done a great job on this album, congrats!! I wish you can come to Valencia (spain) anytime",7 hours ago
@dewiherlina7161,"Pemilik  Dunia   =   Pemilik  Akhirat
       Pengatur  Dunia  =  Pengatur  Akhirat

Ada 5 hal yang berlaku di seluruh dunia  
( international )   :
1] Bahasa international = bahasa inggris,  dari inggris percaya kepada Allah bernama Tuhan YesUs : Pencipta Dunia.
2] Mata uang international = US $  dari amerika serikat percaya kepada Allah bernama Tuhan YesUs : Pencipta Dunia.
3] Kalender international=kalender tahun masehi. Hari ini  31 januari 2023 masehi
(masehi=Mesias=Tuhan YesUs).
4] Lagu  kebangsaan = semua negara harus punya lagu kebangsaan. (lagu kebangsaan Indonesia : Indonesia Raya)
Cara beribadah umat kristen, ada : lagu.
5] Keselamatan = hal - hal   keselamatan untuk manusia yang dipakai hampir diseluruh dunia  (international,  pakai bahasa international : bahasa inggris) =
zebra   cross,  do not   cross   police line,
red     cross    international   :      palang     merah    international.",7 hours ago
@BARONMARX,We all sure your mom didn't talk you into trolling from the basement?,6 hours ago
@Tricksternator, @BARONMARX  use your brain i mean you have 1 right lol,6 hours ago
@dewiherlina7161,"Di        tempat        ibadah       umat      kristen ,        ada        salib = cross .

.",7 hours ago
@user-su6nt3en3n,The Shinoda Solo project.. 4/10,7 hours ago
@matthewkoehlinger4963,"Best song so far from the album!   Thanks, Linkin Park!",7 hours ago
@rEd1337,We are so back!!! 🤩,7 hours ago
@LPFM28,🔥🔥🔥🔥🔥,7 hours ago
@StayOut_Esc,"I want more Screaming Emily !!!!! 

Tomorrow is my birthday, the release of from zero is a good Thing.
 I've been listening to LP since I was 8 years old, it all started with Meteora in my grandpa's car driven by my aunt who passed on her passion for the group to me.
I still have my grandpa's car where I was able to listen to Meteora's 20th anniversary album, except that I was the one driving ^^",7 hours ago
@alessandrobastardo2508,🔥🔥🔥🔥🔥🔥😍😍😍😍😍,7 hours ago
@wahidwahyu5521,gokil abis mamen,7 hours ago
@SergeySavostyanov,"Damn, that's freaking awesome!!!",7 hours ago
@nataliacarrizo4998,🖤🤘🏻✨,7 hours ago
@LuzeonArc,"Two Faced -- (One Step Closer, Don't Stay, Points of Authority mIx FrOm ZeRo CleAr SkY ReMIX) - Linkin Park",7 hours ago
@bruno-ik3ff,Foda demais 😍,7 hours ago
@NINESEVEN_97,a mix between one step closer and hit the floor🤟🏻,7 hours ago
@jkuzem96,I didn't realize how much I needed the suits,7 hours ago
@cbapalma,chainsaw man reference?,7 hours ago
@stoneoliver1577,Feels like Guano Apes,7 hours ago
@calvinsacks2056,Need for speed most wanted Playlist vibe,7 hours ago
@fanoarandriambolamanana8540,Chester would be very proud up there,7 hours ago
@SportsCardCollectorChronicles,A new song and another different sound. Feels like a journey into the future by tapping into a lot of history. Love this. You all looked like that video was a ton of fun to do.,7 hours ago
@calipso2002,ok,7 hours ago
@fanoarandriambolamanana8540,Thank you Linkin Park,7 hours ago
@michaelsaint7448,Бабу убрать и будет заебок,7 hours ago
@МаксімЛукянчук-о1з,its so mash -  Michael for what for what for,7 hours ago
@alejandromunoz8971,Linkin Park is back 🤘🏻,7 hours ago
@daniyalsajid5293,"i think im going to get a lot of hate for this, but here it goes: 

The One thing that ive always loved about linkin park is their ability to adapt, transform and evolve with the time. When chester passed away it broke my heart and my-all-time favortie band at the same time. I kind of understand their attempt at recreating music from the early 2000s to show that emily is the new face of linkin park and sub-consciously replacing chester as the lead of LP. But all this just makes me miss Chester Bennington even more. Not saying that the music is bad or anything, I love the music. But it feels like im betraying Chester by listening to this. 

So come up with music that's original for Emily's persona. Because nothing can ever replace Chester for us.",7 hours ago
@dalebauer2398,It sounds like they are getting back to their roots! love it!,7 hours ago
@matyproff8966,Aunque quieran hacer algo nuevo saben bien que los fans de LP no les va gustar lo que están presentando... ésto no es LP,7 hours ago
@supaboosta276,Can you guys stop releasing bangers?,7 hours ago
@AlexPalheta,"There's nothing like Linkin Park... even decades later, they're still doing it!!!",7 hours ago
@fukitgangstyler9396,Shut up when I'm talking to you cuz I can't hear myself think!,7 hours ago
@Tragan.Techno,A M A Z I N G,7 hours ago
@sagaracoustics9943,This is a proper throwback to Meteora,7 hours ago
@metalscholar666,"Love that little ""should've recognized"" dance move😂❤",7 hours ago
@АндрейБорисов-х3о,"Больше 6 лет точно 
 Линкин парк ничего не мутил
  По известной причине
   , а тут на тебе.",7 hours ago
,She can dance too. ❤,7 hours ago
@filippo3764,Yooo we even got the scratch on the breakdown!?!?? ❤❤,7 hours ago
@longmowervideo,"Yes! It’s like a retro Xero demo! BRB, gotta go frost my hair (what’s left of it).",7 hours ago
@boniridwan4649,PLEASE COME TO INDONESIA,7 hours ago
@robertgardzinski6424,Darię Zawiałow zwerbowali?,7 hours ago
@joaodubstep,OPPNING DEATH NOTE 3º TEMP,7 hours ago
@VaclavSverkos,This has to be their best Song in 21 years,7 hours ago
@mi-k1128,Grosse tuerie !! Thx,7 hours ago
@АндрейБорисов-х3о,"В целом прикольно и энергично, 
 но не скажу,
   что это самый лучший 
         Линкин Парк.",7 hours ago
@JeffHendricks,"I'm not even a Linkin Park fan, but this song slaps hard.",7 hours ago
@geovane_roganti,A banda com essa mulher virou Linkin park 2,7 hours ago
@irgendjemand4064,Wow.... I don't like it,7 hours ago
@thyagoantunes5008,A sad cover of their old selves,7 hours ago
@GunjoWenio,Linkin Park's most nu-metal song since 2006 must be this one. I adore it.,7 hours ago
@el_popova,"Трек в лучших традициях старого доброго LP. Пока слушала, в голове крутились разные песни…Part of me, One step closer. Мистер Хан выдал базу по-полной)) 
От клипа веет самоиронией и дикой энергией, как будто ребята решили вернуть 2000й и оторваться. Как-то очень «по-доброму» зло, драйвово и ностальгично) Переслушала уже очень много-много раз",7 hours ago
@EykisCorporation,Sounds like old good Linking Park ft Emily Armstrong,7 hours ago
@TheHujnik,love the song but not the lycris sorry,7 hours ago
@LinklightGaming,what in the Meteora,7 hours ago
@jajsemjericho,NO!,7 hours ago
@Shadow-lm4su,"no new music gives me goosebumps, but Linkin Park nailed it with the comeback. much love. big F for the haters",7 hours ago
@itsmeskbb8515,love itttttttttttttttttt,7 hours ago
@rappernero7146,"Nu metal\rapcore returned, good work!",7 hours ago
@T-Bone22,"Suena bien. La pregunta es si en los conciertos la señorita podrá sostener los Screams sin quedarse en silencio, o apoyarse de terceros, o utilizar el recurso más corriente, poner el micro para que el público lo cante. Veremos.",7 hours ago (edited)
@andrewhafemeister2074,Is no one going to acknowledge that she stole the chorus melody from “caught in the middle” by paramore? 😒,7 hours ago
@LostHorizons0,This video is so corny,7 hours ago
@thewitcherx72x,hahaha that was unexpectedly heavy but seems like you guys had a ton of fun making both the video and the song! Love the OG LP vibes!,7 hours ago
@happynow64,Kamala's theme song.,7 hours ago
@redlinestandoff2102,Как будто я этот мотив мелодии где то слышал,7 hours ago
@EmilioBordesOfficial,😶‍🌫 Ninguna del nuevo álbum decepciona ❤,7 hours ago
@Luna_inWonderLand,"I can only say that it is a MASTERPIECE .😮❤❤❤❤
Live Long LP.
LOVE U Emily .
Thank you to Mike and his team for choosing this Brilliant Star, I can see Chester's smile in this new lineup. ❤",7 hours ago
@aleksanderbrunhara3866,Awesome!!!!!,7 hours ago
@TPhoenixt,"Sucks, The end!!!
I don't want nostalgic riffs. This isn't linken Park,this is a different band altogether!. Like it fine; it isn't Chester!",7 hours ago
@andreceu6118,Guitarra pegada one step close,7 hours ago
@Urbancookers,bad copy of LP...................rename this band...,7 hours ago
@ThePredsedatel,"With the lords of the boards you're come again around
With the lords of the boards you're come again around",7 hours ago
@amaterasu4186,Took me a second but this is 100% the same riff as one step closer. Works really well though,7 hours ago
@dewiherlina7161,"Yang paling berkuasa mengatur seluruh dunia  &  akhirat adalah Pencipta Dunia.
(semua manusia di seluruh dunia diciptakan oleh Pencipta yang sama.   Tapi di dunia ada banyak      agama      &   aliran kepercayaan serta ada juga yang atheis.      Siapakah Pencipta manusia    &   dunia ?   Banyak orang mengakui bahwa Pencipta Dunia  itu antara lain    :    Maha  Kuasa ,  Maha  Kasih.    Maka Pencipta Dunia memberitahu siapa diriNya,  pasti dengan cara yang sangat / paling mudah.    Supaya manusia bisa dengan sangat mudah juga mengetahui Pencipta manusia).
       Pemilik  Dunia  =  Pemilik  Akhirat
   Pengatur  Dunia  =  Pengatur  Akhirat

( kalau pemilik rumah,  paling berkuasa  mengatur  +  buat  peraturan  untuk orang - orang yang menghuni / mengontrak rumahnya )",7 hours ago
@Samuel-pq9kn,pois essa mulher pode pisar na minha cara com uma botina bem grande que eu vou agradecer! viva as mulheres! love you guys <3,7 hours ago (edited)
@loaclips4627,🔥🔥🔥🔥🔥,7 hours ago
@dinothunder629,Alice Weidel?,7 hours ago
@Conellossus,They really cranked out a new Hybrid Theory song in this album.,7 hours ago
@livred2152,Brad!!!!!!❤,7 hours ago
@shadowfallenable,Man I clicked sooooo fast! 😂,7 hours ago
@RealRiffRaf,LP coming back is the best thing 2024 gave us!,7 hours ago
@petlove2092,Yes!!! 🎉🎉🎉,7 hours ago
@silviakeleshan9826,Yeaahhh I get back in 2000 ❤🌞,7 hours ago
@Peachcreekmedia,That movement that Blondie made from Punk to Modern music.,7 hours ago
@AyubKhan-bl5zh,🤙🏻🤙🏻🤙🏻,7 hours ago
@LalithaRanasinghe-p9x,An absolute banger finally,7 hours ago
@SuperPresko,Very nice!,7 hours ago
@keylabiehl,linkin park supremacy 🙏😊,7 hours ago
@teresastein6747,"Uih heftig 😄🥰 .
Danke das LP wieder zurück ist 🥰 .
Emily war ne super Entscheidung 👍🏼",7 hours ago (edited)
@dewiherlina7161,"Yang paling berkuasa mengatur seluruh dunia  &  akhirat adalah Pencipta Dunia.
(semua manusia di seluruh dunia diciptakan oleh Pencipta yang sama.   Tapi di dunia ada banyak      agama      &   aliran kepercayaan serta ada juga yang atheis.      Siapakah Pencipta manusia    &   dunia ?   Banyak orang mengakui bahwa Pencipta Dunia  itu antara lain    :    Maha  Kuasa ,  Maha  Kasih.    Maka Pencipta Dunia memberitahu siapa diriNya,  pasti dengan cara yang sangat / paling mudah.    Supaya manusia bisa dengan sangat mudah juga mengetahui Pencipta manusia).
       Pemilik  Dunia  =  Pemilik  Akhirat
   Pengatur  Dunia  =  Pengatur  Akhirat

( kalau pemilik rumah,  paling berkuasa  mengatur  +  buat  peraturan  untuk orang - orang yang menghuni / mengontrak rumahnya )",7 hours ago
@perdaperda1724,Hell 😍😍😍,7 hours ago
@keylabiehl,PQP,7 hours ago
@Rekless_98,Damn that’s so insane 😌😌😌😍😍😍😍 love u Emily ❤,7 hours ago
@keylabiehl,NEM FODENDO,7 hours ago
@juancamiloisazaarboleda6613,is near... the new age of linkin park amvs,7 hours ago
@trevorjoseph4587,"Shout out to the moderators keeping the comments nice. Because I swear when this video first came out the comments were a lot more honest.😅 I just wish Mike wasn't so greedy for the fame/cash. He had his own project that was pretty decent in my opinion , but no , he had to go and bring the band back. Oh well, I'm glad a lot of fans enjoy it. I just don't & that's my personal opinion. Enjoy the music all who can.🤘",7 hours ago
@dewiherlina7161,"Pemilik  Dunia   =   Pemilik  Akhirat
       Pengatur  Dunia  =  Pengatur  Akhirat

Ada 5 hal yang berlaku di seluruh dunia  
( international )   :
1] Bahasa international = bahasa inggris,  dari inggris percaya kepada Allah bernama Tuhan YesUs : Pencipta Dunia.
2] Mata uang international = US $  dari amerika serikat percaya kepada Allah bernama Tuhan YesUs : Pencipta Dunia.
3] Kalender international=kalender tahun masehi. Hari ini  31 januari 2023 masehi
(masehi=Mesias=Tuhan YesUs).
4] Lagu  kebangsaan = semua negara harus punya lagu kebangsaan. (lagu kebangsaan Indonesia : Indonesia Raya)
Cara beribadah umat kristen, ada : lagu.
5] Keselamatan = hal - hal   keselamatan untuk manusia yang dipakai hampir diseluruh dunia  (international,  pakai bahasa international : bahasa inggris) =
zebra   cross,  do not   cross   police line,
red     cross    international   :      palang     merah    international.",7 hours ago
@WilliamFart4Love,I love Emily’s confidence in this video.,7 hours ago
@SanGurdar,"I love old school linkin park. There first two albums were great. Then they went off the metal rails and started to go softer, and more rock. This is when I stopped listening. I am a metal head pure and true. There more rock songs lost me. Hearing this, hmm hmm brings me back to there metal roots. Yes, keep on! Love this!",7 hours ago
@sdr4216,"😂 как же всё это жалко выглядит и звучит после Честера. Стадо скушает, всё нормально 😂",7 hours ago
@joseeduardoariasartavia2057,Figure 06 ?????,7 hours ago
@kumargogia,Chester ✅ emily ✅✅,7 hours ago
@athoshenriquefarias8575,rocks,7 hours ago
@MaozxShark,Amei essa pedrada❤,7 hours ago
@Rafa-hq6ik,Why just mike as if bringing back the band he started in the first place is greedy? And if the music is good which it is in the overall opinion of the fans why is it a greedy call? If it works it works they all also need money and doing what they like doing for it,7 hours ago
@dewiherlina7161,"Di        tempat       ibadah      umat      kristen ,        ada         salib = cross .

.",7 hours ago
@19vangogh94,looks like linkin park is back,7 hours ago
@Jav202x,"Old LP FAN, Im no longer a fan but this song is not bad, this is kinda the sound that all fans were looking for unfortunately, Im not a fan of the new singer",7 hours ago
@jimcalamel,I love you guys ❤,7 hours ago
@mashas4189,"LP back to its roots.. After long time hearing Rap rock, one of my fav genre..",7 hours ago
@susantorres4457,"No le tenía fe pero me alegra que la esencia no se haya perdido, buena suerte LP.",7 hours ago
@ipiipiuhaa,Paia,7 hours ago
@avelees6997,Wow!,7 hours ago
@cemmoral,Show❤,7 hours ago
@rawdion,liked it from the start❤,7 hours ago
@gabrielbarcellos1036,🔥,7 hours ago
@Evil_Ed,Excellent👌🏻🤘🏻 du linkin park qui en fera taire certains!,7 hours ago
@ENZUH_OFICIAL,Matrix vibe,7 hours ago
@ernanha8959,Mantap,7 hours ago
@sarapereira3856,Nobody's listening rapping 2.0,7 hours ago
@Codezziyep,"and so we return to the memorable times of linkin park, with two step closer.",7 hours ago
@DecanFrost,"Why do i feel like Lady Gaga was wrongly cast in the new joker? Emily Armstrong should've been the new Harley Quinn, would have been a flawless casting.",7 hours ago
@petermad152,Nope,7 hours ago
@yaroslavromanov8357,it sounds kinda like linkin park,7 hours ago
@cactus_cnc,nice,7 hours ago
@thiagomgantunes2,EMILY I LOVE YOU,7 hours ago
@darkpaneTV,This is old vibes of LP,7 hours ago
@TheBrokenEclipse,This just looks like it was a blast to record. Man I am loving the energy!,7 hours ago
@Hellion418,LP Nation!!,7 hours ago
@jarvis3207,"I didn't know they got a new singer....looked it up and damn the internet did not like it right away.. But I think they're doing a fine ass job! Brings me back to my high school days of early 2000""s",7 hours ago
@takhellambamgautammeitei6844,Just happy to see Brad with the classic headphones on.,7 hours ago
@FakhrizalAksa,Back to 2000 🔥🔥🔥,7 hours ago
@Liliyalitha,"Прям настрій підняли! 👍😁 Круті! Драйвові і з Емілі якийсь новий вайб) Кліп хочеться переглядати знову і знову, і пісня точно йде в плей-лист) ❤️",7 hours ago
@nicoluthi6452,Linkin Park and the Scientologist,7 hours ago
@HéctorPérez-f7h5m,Bueno y no era que el Brad no iba a guitarrear más?,7 hours ago
@Евгений-ш8к7з,Вы ребята ошиблись с женским вокалом,7 hours ago
@myonessos,"I'm sure that Chester is looking at all this from a different reality now and smiling with pride... 🥲
Thank You for coming back! 👏",7 hours ago
@paulacheca9183,Yes yes yes!!! 😍,7 hours ago
@IvJacques,"Goddddd, you reminded me of 2012 when I met you guys.",7 hours ago
@dh.photographer1056,Absolute bomb from the LP  🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘,7 hours ago
@lazyfvckx,Honestly the music video couldve been better,7 hours ago
@reg7910,Te amo Linkin Park.,7 hours ago
@SenseiTamiya,The music is too loud and can't hear Emily's vocals.😢,7 hours ago
@BIG_PAPAs,Crazy men in black🤟,7 hours ago
@HéctorPérez-f7h5m,Justo el jodido Linkin Park que necesitaba ❤,7 hours ago
@rellcreators,that was incrediblee :0,7 hours ago
@robertoacuna4652,Solo ya no quiere ir de tour con la banda y la solución que encontraron fue que ahora Brad esta involucrado en todo lo de la banda (menos en los tours),7 hours ago
@Razorkvn,"Ну все, щас свернут лавочку, ведь евгений-ш8к7з так решил🤡",7 hours ago
@sdr4216,"Если умерла голова, то тело уже существовать не может.",7 hours ago
@grantco2, @sdr4216  Bands are not bodies and get to live or die on their own merits..,7 hours ago
@johnvirga6181,"Chester is dead, all his doing, he could care less about this or anyone else for that matter. Such a stupid comment, Chester this Chester that. Chester is gone, this album's drops have been killer, and obviously no Chester, not needed here.............",7 hours ago
@Sanctifi3dYT, @johnvirga6181 I’m sure the band would disagree with this statement. Chester has a lot to do with these songs. Especially songs like this one very inspired by Chester’s style of singing.,7 hours ago
@sentihcn,​ @sdr4216 Good thing that Mike is the head and that Chester was just a limb,6 hours ago
@myonessos," @johnvirga6181  I totally agree with Sanctifi3dYT - Chester was a part of this band, he created its history with the other members. In each of the new songs, even though Emily sings (and she does it in her own amazing style) you can still hear everything that Chester brought to the table. As a huge fan for many years, I hear and I feel it. And I think that every true fan feels the same way. Linkin Park is Chester - Chester is Linkin Park. Forever!",6 hours ago
@garyrobinson8665,​@johnvirga6181 I agree with you John.,6 hours ago
@johnvirga6181," @Sanctifi3dYT  Mike wrote and produced most of LP stuff, still does, hence there is not much of a difference. With that I don't know what the band would or would not agree with but I believe this of LP will go way beyond what they were with Chester. The cash cow this band and Mike will become now will rival the Dave Grohl.",2 hours ago
@johnvirga6181, @sentihcn  Correct.........,2 hours ago
@Sanctifi3dYT,@ I didn’t know that. Mike looks really happy in this video. Just glad they’re back.,2 hours ago
